squad,season_id,window,direction,player,norm_key,pos,age,nat,club,fee_eur,fee_text,photo
Hoffenheim,2026,summer,out,Luka Duric,luka duric,Central Midfield,23,Bosnia-Herzegovina,SC Paderborn,250000.0,€250k,https://img.a.transfermarkt.technology/portrait/medium/685484-1756890134.jpg?lm=1
Hoffenheim,2026,summer,out,Grischa Prömel,grischa promel,Central Midfield,31,Germany,Stuttgart,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/234029-1755091326.jpg?lm=1
Hoffenheim,2026,summer,out,Attila Szalai,attila szalai,Centre-Back,28,Hungary,Pogon Szczecin,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/263380-1691269895.jpg?lm=1
Hoffenheim,2026,summer,out,Nahuel Noll,nahuel noll,Goalkeeper,23,Germany,SC Paderborn,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/600942-1757925289.png?lm=1
Hoffenheim,2026,summer,out,Kelven Frees,kelven frees,Centre-Back,21,Germany,1.FC K'lautern,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/934529-1755089804.jpg?lm=1
Hoffenheim,2026,summer,out,Precious Benjamin,precious benjamin,Centre-Forward,19,Nigeria,A. Lustenau,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/1363814-1771411775.jpg?lm=1
Hoffenheim,2026,summer,out,Kevin Akpoguma,kevin akpoguma,Centre-Back,31,Nigeria,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/160241-1723920979.jpg?lm=1
Hoffenheim,2026,summer,out,Ihlas Bebou,ihlas bebou,Centre-Forward,32,Togo,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/237164-1723921163.jpg?lm=1
Hoffenheim,2026,summer,out,Cole Campbell,cole campbell,Right Winger,20,United States,Dortmund,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/866579-1713463452.jpg?lm=1
Köln,2026,summer,in,Jahmai Simpson-Pusey,jahmai simpson-pusey,Centre-Back,20,England,Man City U21,6000000.0,€6.00m,https://img.a.transfermarkt.technology/portrait/medium/942497-1699384753.jpg?lm=1
Köln,2026,summer,in,Jakub Kamiński,jakub kaminski,Left Winger,24,Poland,Wolfsburg,5500000.0,€5.50m,https://img.a.transfermarkt.technology/portrait/medium/407098-1752743041.jpg?lm=1
Köln,2026,summer,in,Luka Lochoshvili,luka lochoshvili,Centre-Back,28,Georgia,1.FC Nuremberg,4900000.0,€4.90m,https://img.a.transfermarkt.technology/portrait/medium/345189-1753444358.jpg?lm=1
Köln,2026,summer,in,Tom Krauß,tom krauss,Defensive Midfield,25,Germany,Mainz,3500000.0,€3.50m,https://img.a.transfermarkt.technology/portrait/medium/405687-1752739063.jpg?lm=1
Köln,2026,summer,in,Julian Pauli,julian pauli,Centre-Back,20,Germany,Dynamo Dresden,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/744558-1752743311.jpg?lm=1
Köln,2026,summer,in,Jusuf Gazibegovic,jusuf gazibegovic,Right-Back,26,Bosnia-Herzegovina,Sturm Graz,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/393745-1752743363.jpg?lm=1
Köln,2026,summer,in,Rasmus Carstensen,rasmus carstensen,Right Midfield,25,Denmark,Aarhus GF,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/542697-1721139967.jpg?lm=1
Köln,2026,summer,in,Imad Rondic,imad rondic,Centre-Forward,27,Bosnia-Herzegovina,Pr. Münster,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/464154-1752743417.jpg?lm=1
Köln,2026,summer,in,Elias Bakatukanda,elias bakatukanda,Centre-Back,22,DR Congo,Blau Weiss Linz,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/795762-1755081043.jpg?lm=1
Köln,2026,summer,in,Emin Kujovic,emin kujovic,Central Midfield,21,Bosnia-Herzegovina,Wolfsberger AC,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/795724-1770979965.png?lm=1
Köln,2026,summer,out,Jakub Kamiński,jakub kaminski,Left Winger,24,Poland,Benfica,17000000.0,€17.00m,https://img.a.transfermarkt.technology/portrait/medium/407098-1752743041.jpg?lm=1
Köln,2026,summer,out,Rasmus Carstensen,rasmus carstensen,Right Midfield,25,Denmark,Aarhus GF,1000000.0,€1.00m,https://img.a.transfermarkt.technology/portrait/medium/542697-1721139967.jpg?lm=1
Köln,2026,summer,out,Eric Martel,eric martel,Defensive Midfield,24,Germany,Mainz,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/597000-1657110079.jpg?lm=1
Köln,2026,summer,out,Denis Huseinbasic,denis huseinbasic,Central Midfield,24,Bosnia-Herzegovina,Braga,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/678479-1721140225.jpg?lm=1
Köln,2026,summer,out,Dominique Heintz,dominique heintz,Centre-Back,32,Germany,F. Düsseldorf,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/110036-1721140583.jpg?lm=1
Köln,2026,summer,out,Florian Kainz,florian kainz,Attacking Midfield,33,Austria,Retired,,-,https://img.a.transfermarkt.technology/portrait/medium/106270-1721140143.jpg?lm=1
Köln,2026,summer,out,Luca Kilian,luca kilian,Centre-Back,26,Germany,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/384553-1691252067.jpg?lm=1
Köln,2026,summer,out,Jakub Kamiński,jakub kaminski,Left Winger,24,Poland,Wolfsburg,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/407098-1752743041.jpg?lm=1
Köln,2026,summer,out,Jahmai Simpson-Pusey,jahmai simpson-pusey,Centre-Back,20,England,Man City U21,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/942497-1699384753.jpg?lm=1
Köln,2026,summer,out,Tom Krauß,tom krauss,Defensive Midfield,25,Germany,Mainz,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/405687-1752739063.jpg?lm=1
Köln,2026,summer,out,Cenk Özkacar,cenk ozkacar,Centre-Back,25,Türkiye,Valencia,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/615350-1641457298.jpg?lm=1
Köln,2026,summer,out,Kristoffer Lund,kristoffer lund,Left-Back,24,United States,Palermo,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/623773-1671206846.jpg?lm=1
Köln,2026,summer,out,Felipe Chávez,felipe chavez,Central Midfield,19,Peru,FC Bayern II,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/1009441-1758891246.jpg?lm=1
Mainz 05,2026,summer,in,Fabio Gruber,fabio gruber,Centre-Back,23,Peru,1.FC Nuremberg,3500000.0,€3.50m,https://img.a.transfermarkt.technology/portrait/medium/594731-1739822694.jpg?lm=1
Mainz 05,2026,summer,in,Sota Kawasaki,sota kawasaki,Defensive Midfield,24,Japan,Kyoto Sanga,1000000.0,€1.00m,https://img.a.transfermarkt.technology/portrait/medium/733371-1752588052.jpg?lm=1
Mainz 05,2026,summer,in,Sheraldo Becker,sheraldo becker,Left Winger,31,Suriname,CA Osasuna,500000.0,€500k,https://img.a.transfermarkt.technology/portrait/medium/188888-1692707512.jpg?lm=1
Mainz 05,2026,summer,in,Eric Martel,eric martel,Defensive Midfield,24,Germany,1.FC Köln,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/597000-1657110079.jpg?lm=1
Mainz 05,2026,summer,in,Ransford Königsdörffer,ransford konigsdorffer,Centre-Forward,24,Ghana,Hamburg,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/470038-1758189531.jpg?lm=1
Mainz 05,2026,summer,in,Alynho Haidara,alynho haidara,Centre-Forward,18,Cote d'Ivoire,FC Mayence 05,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/1392952-1764754808.jpg?lm=1
Mainz 05,2026,summer,in,Maximilian Kinzig,maximilian kinzig,Goalkeeper,22,Germany,FSV Mainz 05 II,,-,https://img.a.transfermarkt.technology/portrait/medium/817521-1765042705.jpg?lm=1
Mainz 05,2026,summer,in,Tom Krauß,tom krauss,Defensive Midfield,25,Germany,1.FC Köln,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/405687-1752739063.jpg?lm=1
Mainz 05,2026,summer,in,Arnaud Nordin,arnaud nordin,Right Winger,28,France,Stade Rennais,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/324811-1752587724.jpg?lm=1
Mainz 05,2026,summer,in,Hyun-seok Hong,hyun-seok hong,Attacking Midfield,27,"Korea, South",KAA Gent,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/562948-1752587798.jpg?lm=1
Mainz 05,2026,summer,in,Ben Bobzien,ben bobzien,Left Winger,23,Germany,Dynamo Dresden,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/658116-1752588162.jpg?lm=1
Mainz 05,2026,summer,in,Marco Richter,marco richter,Attacking Midfield,28,Germany,Darmstadt 98,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/279009-1722886254.jpg?lm=1
Mainz 05,2026,summer,out,Tom Krauß,tom krauss,Defensive Midfield,25,Germany,1.FC Köln,3500000.0,€3.50m,https://img.a.transfermarkt.technology/portrait/medium/405687-1752739063.jpg?lm=1
Mainz 05,2026,summer,out,Nikolas Veratschnig,nikolas veratschnig,Right-Back,23,Austria,Salzburg,3500000.0,€3.50m,https://img.a.transfermarkt.technology/portrait/medium/601143-1722885901.jpg?lm=1
Mainz 05,2026,summer,out,Arnaud Nordin,arnaud nordin,Right Winger,28,France,Stade Rennais,2200000.0,€2.20m,https://img.a.transfermarkt.technology/portrait/medium/324811-1752587724.jpg?lm=1
Mainz 05,2026,summer,out,Daniel Batz,daniel batz,Goalkeeper,35,Germany,Mönchengladbach,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/90317-1722886526.jpg?lm=1
Mainz 05,2026,summer,out,Lasse Rieß,lasse riess,Goalkeeper,24,Germany,F. Düsseldorf,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/490609-1752587621.jpg?lm=1
Mainz 05,2026,summer,out,Kasey Bos,kasey bos,Left-Back,22,Australia,Excelsior,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/1154876-1752587953.jpg?lm=1
Mainz 05,2026,summer,out,Daniel Gleiber,daniel gleiber,Central Midfield,21,Germany,Saarbrücken,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/906969-1752588202.jpg?lm=1
Mainz 05,2026,summer,out,Maxim Leitsch,maxim leitsch,Centre-Back,28,Germany,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/334207-1676499456.jpg?lm=1
Mainz 05,2026,summer,out,Niklas Tauer,niklas tauer,Defensive Midfield,25,Germany,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/470815-1657707191.jpg?lm=1
Mainz 05,2026,summer,out,Stefan Posch,stefan posch,Centre-Back,29,Austria,Como,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/223974-1725531246.jpg?lm=1
Mainz 05,2026,summer,out,Armindo Sieb,armindo sieb,Second Striker,23,Germany,Bayern Munich,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/569033-1722886149.jpg?lm=1
Mainz 05,2026,summer,out,Sota Kawasaki,sota kawasaki,Defensive Midfield,24,Japan,Kyoto Sanga,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/733371-1752588052.jpg?lm=1
Mainz 05,2026,summer,out,Sheraldo Becker,sheraldo becker,Left Winger,31,Suriname,CA Osasuna,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/188888-1692707512.jpg?lm=1
RB Leipzig,2026,summer,in,Rocco Reitz,rocco reitz,Central Midfield,24,Germany,Mönchengladbach,20000000.0,€20.00m,https://img.a.transfermarkt.technology/portrait/medium/467434-1760966939.jpg?lm=1
RB Leipzig,2026,summer,in,Ota Yamamoto,ota yamamoto,Attacking Midfield,22,Japan,Kashiwa Reysol,500000.0,€500k,https://img.a.transfermarkt.technology/portrait/medium/1024924-1773858886.jpg?lm=1
RB Leipzig,2026,summer,in,Viggo Gebel,viggo gebel,Attacking Midfield,18,Germany,RB Leipzig U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1074526-1723447785.jpg?lm=1
RB Leipzig,2026,summer,in,Loïs Openda,lois openda,Centre-Forward,26,Belgium,Juventus,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/368887-1713944805.jpg?lm=1
RB Leipzig,2026,summer,in,Lutsharel Geertruida,lutsharel geertruida,Right-Back,25,Netherlands,Sunderland,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/420210-1729520430.jpg?lm=1
RB Leipzig,2026,summer,in,Arthur Vermeeren,arthur vermeeren,Defensive Midfield,21,Belgium,Marseille,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/926694-1729520583.jpg?lm=1
RB Leipzig,2026,summer,in,Abdoul Koné,abdoul kone,Centre-Back,21,France,Stade Reims,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/1130445-1723838146.png?lm=1
RB Leipzig,2026,summer,in,Eljif Elmas,eljif elmas,Attacking Midfield,26,North Macedonia,Napoli,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/400489-1709127683.jpg?lm=1
RB Leipzig,2026,summer,in,Frederik Jäkel,frederik jakel,Centre-Back,25,Germany,E. Braunschweig,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/405679-1753694148.jpg?lm=1
RB Leipzig,2026,summer,in,Timo Schlieck,timo schlieck,Goalkeeper,20,Germany,Greuther Fürth,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/897425-1752217597.jpg?lm=1
RB Leipzig,2026,summer,in,Joyeux Masanka Bungi,joyeux masanka bungi,Left Midfield,19,Belgium,New York,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/990146-1771716588.jpg?lm=1
RB Leipzig,2026,summer,in,Robert Ramsak,robert ramsak,Centre-Forward,19,Germany,SV Sandhausen,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/941177-1772045184.jpg?lm=1
RB Leipzig,2026,summer,out,Loïs Openda,lois openda,Centre-Forward,26,Belgium,Juventus,42750000.0,€42.75m,https://img.a.transfermarkt.technology/portrait/medium/368887-1713944805.jpg?lm=1
RB Leipzig,2026,summer,out,Frederik Jäkel,frederik jakel,Centre-Back,25,Germany,E. Braunschweig,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/405679-1753694148.jpg?lm=1
RB Leipzig,2026,summer,out,Ota Yamamoto,ota yamamoto,Attacking Midfield,22,Japan,RB Omiya,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/1024924-1773858886.jpg?lm=1
RB Leipzig,2026,summer,out,Timo Schlieck,timo schlieck,Goalkeeper,20,Germany,SC Verl,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/897425-1752217597.jpg?lm=1
RB Leipzig,2026,summer,out,Xaver Schlager,xaver schlager,Central Midfield,28,Austria,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/223979-1771940097.jpg?lm=1
RB Leipzig,2026,summer,out,Brajan Gruda,brajan gruda,Attacking Midfield,22,Germany,Brighton,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/700106-1770733562.jpg?lm=1
RB Leipzig,2026,summer,out,Kosta Nedeljkovic,kosta nedeljkovic,Right-Back,20,Serbia,Aston Villa,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/848682-1744279498.jpg?lm=1
RB Leipzig,2026,winter,in,Jonathan Norbye,jonathan norbye,Centre-Back,19,Norway,Fredrikstad FK,,End of loan 31/12/2026,https://img.a.transfermarkt.technology/portrait/medium/1006916-1752230132.jpg?lm=1
St Pauli,2026,summer,in,Marcus Mathisen,marcus mathisen,Centre-Back,30,Denmark,1.FC Magdeburg,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/268216-1752826579.jpg?lm=1
St Pauli,2026,summer,in,Branimir Hrgota,branimir hrgota,Attacking Midfield,33,Sweden,Greuther Fürth,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/171209-1764855547.jpg?lm=1
St Pauli,2026,summer,in,Sam Klein,sam klein,Central Midfield,22,Australia,Brisbane Roar,,?,https://img.a.transfermarkt.technology/portrait/medium/976123-1768229196.png?lm=1
St Pauli,2026,summer,in,Wissou Kaba,wissou kaba,Centre-Forward,18,Germany,St. Pauli U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1280369-1780404787.jpg?lm=1
St Pauli,2026,summer,in,Erik Ahlstrand,erik ahlstrand,Central Midfield,24,Sweden,Heracles Almelo,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/501049-1755033056.jpg?lm=1
St Pauli,2026,summer,in,Scott Banks,scott banks,Right Winger,24,Scotland,Barnsley,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/596821-1755033193.jpg?lm=1
St Pauli,2026,summer,out,Hauke Wahl,hauke wahl,Centre-Back,32,Germany,Wolfsburg,1800000.0,€1.80m,https://img.a.transfermarkt.technology/portrait/medium/154147-1755032459.jpg?lm=1
St Pauli,2026,summer,out,Fin Stevens,fin stevens,Right-Back,23,Wales,Leyton Orient,,?,https://img.a.transfermarkt.technology/portrait/medium/587019-1755032806.jpg?lm=1
St Pauli,2026,summer,out,Nikola Vasilj,nikola vasilj,Goalkeeper,30,Bosnia-Herzegovina,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/248454-1755032189.jpg?lm=1
St Pauli,2026,summer,out,Danel Sinani,danel sinani,Attacking Midfield,29,Luxembourg,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/346499-1755033100.jpg?lm=1
St Pauli,2026,summer,out,Karol Mets,karol mets,Centre-Back,33,Estonia,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/139304-1755032511.jpg?lm=1
St Pauli,2026,summer,out,James Sands,james sands,Defensive Midfield,25,United States,New York City,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/393321-1755032856.jpg?lm=1
St Pauli,2026,summer,out,Andréas Hountondji,andreas hountondji,Centre-Forward,23,Benin,Burnley,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/704155-1755031911.jpg?lm=1
St Pauli,2026,summer,out,Emil Gazdov,emil gazdov,Goalkeeper,22,Canada,Montréal,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/790733-1714921637.jpg?lm=1
Stuttgart,2026,summer,in,Bilal El Khannouss,bilal el khannouss,Attacking Midfield,22,Morocco,Leicester,15000000.0,€15.00m,https://img.a.transfermarkt.technology/portrait/medium/654982-1782376778.jpg?lm=1
Stuttgart,2026,summer,in,Tim van der Leij,tim van der leij,Centre-Forward,20,Netherlands,RKC Waalwijk,1200000.0,€1.20m,https://img.a.transfermarkt.technology/portrait/medium/1030528-1764158232.jpg?lm=1
Stuttgart,2026,summer,in,Grischa Prömel,grischa promel,Central Midfield,31,Germany,Hoffenheim,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/234029-1755091326.jpg?lm=1
Stuttgart,2026,summer,in,Marius Funk,marius funk,Goalkeeper,30,Germany,Energie Cottbus,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/170517-1658132017.jpg?lm=1
Stuttgart,2026,summer,in,Laurin Ulrich,laurin ulrich,Attacking Midfield,21,Germany,Stuttgart II,,-,https://img.a.transfermarkt.technology/portrait/medium/717465-1752826345.jpg?lm=1
Stuttgart,2026,summer,in,Dennis Seimen,dennis seimen,Goalkeeper,20,Germany,SC Paderborn,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/800946-1691998825.jpg?lm=1
Stuttgart,2026,summer,in,Jovan Milosevic,jovan milosevic,Centre-Forward,20,Serbia,Werder Bremen,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/943795-1772440245.jpg?lm=1
Stuttgart,2026,summer,in,Leonidas Stergiou,leonidas stergiou,Right-Back,24,Switzerland,Heidenheim,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/507345-1723707260.jpg?lm=1
Stuttgart,2026,summer,out,Noah Darvich,noah darvich,Attacking Midfield,19,Germany,SV Elversberg,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/897480-1753307671.jpg?lm=1
Stuttgart,2026,summer,out,Florian Hellstern,florian hellstern,Goalkeeper,18,Germany,Greuther Fürth,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/1009438-1710968907.jpg?lm=1
Stuttgart,2026,summer,out,Pascal Stenzel,pascal stenzel,Right-Back,30,Germany,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/195246-1753307904.jpg?lm=1
Stuttgart,2026,summer,out,Bilal El Khannouss,bilal el khannouss,Attacking Midfield,22,Morocco,Leicester,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/654982-1782376778.jpg?lm=1
Stuttgart,2026,summer,out,Alexander Nübel,alexander nubel,Goalkeeper,29,Germany,Bayern Munich,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/195778-1783582812.png?lm=1
Union Berlin,2026,summer,in,Stanley Nsoki,stanley nsoki,Centre-Back,27,France,Hoffenheim,1500000.0,€1.50m,https://img.a.transfermarkt.technology/portrait/medium/371141-1755624516.jpg?lm=1
Union Berlin,2026,summer,in,Zeno Van Den Bosch,zeno van den bosch,Centre-Back,22,Belgium,Royal Antwerp,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/738774-1645280429.jpg?lm=1
Union Berlin,2026,summer,in,Marvin Friedrich,marvin friedrich,Centre-Back,30,Germany,Mönchengladbach,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/196231-1662966392.jpg?lm=1
Union Berlin,2026,summer,in,Linus Güther,linus guther,Left Winger,16,Germany,U. Berlin U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1378338-1775922415.jpg?lm=1
Union Berlin,2026,summer,in,Leon Prosche,leon prosche,Centre-Back,19,Germany,U. Berlin U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1072865-1696593176.png?lm=1
Union Berlin,2026,summer,in,Mekhi Gray,mekhi gray,Centre-Forward,19,Jamaica,U. Berlin U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1162925-1778487460.jpg?lm=1
Union Berlin,2026,summer,in,Tim Blaszczak,tim blaszczak,Defensive Midfield,18,Germany,U. Berlin U19,,-,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Union Berlin,2026,summer,in,Chris Bedia,chris bedia,Centre-Forward,30,Cote d'Ivoire,Young Boys,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/294791-1626771107.jpg?lm=1
Union Berlin,2026,summer,in,László Bénes,laszlo benes,Central Midfield,28,Slovakia,Kayserispor,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/243188-1770893430.jpg?lm=1
Union Berlin,2026,summer,in,Marin Ljubicic,marin ljubicic,Centre-Forward,24,Croatia,F. Düsseldorf,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/838236-1755624645.jpg?lm=1
Union Berlin,2026,summer,in,Oluwaseun Ogbemudia,oluwaseun ogbemudia,Centre-Back,19,Germany,W. Mannheim,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/995520-1726351144.jpg?lm=1
Union Berlin,2026,summer,in,Yannic Stein,yannic stein,Goalkeeper,21,Germany,Babelsberg 03,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/698840-1691614386.jpg?lm=1
Union Berlin,2026,summer,in,Julien Friedrich,julien friedrich,Left Winger,19,Germany,Altglienicke,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/1033581-1696593564.png?lm=1
Union Berlin,2026,summer,out,László Bénes,laszlo benes,Central Midfield,28,Slovakia,KAA Gent,1100000.0,€1.10m,https://img.a.transfermarkt.technology/portrait/medium/243188-1770893430.jpg?lm=1
Union Berlin,2026,summer,out,David Preu,david preu,Left-Back,21,Germany,Stuttgart II,,?,https://img.a.transfermarkt.technology/portrait/medium/745075-1726351060.jpg?lm=1
Union Berlin,2026,summer,out,Yannic Stein,yannic stein,Goalkeeper,21,Germany,Hansa Rostock,,?,https://img.a.transfermarkt.technology/portrait/medium/698840-1691614386.jpg?lm=1
Union Berlin,2026,summer,out,Leon Prosche,leon prosche,Centre-Back,19,Germany,Erzgebirge Aue,,loan transfer,https://img.a.transfermarkt.technology/portrait/medium/1072865-1696593176.png?lm=1
Union Berlin,2026,summer,out,Danilho Doekhi,danilho doekhi,Centre-Back,28,Netherlands,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/387047-1692707468.jpg?lm=1
Union Berlin,2026,summer,out,Diogo Leite,diogo leite,Centre-Back,27,Portugal,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/357156-1691999912.jpg?lm=1
Union Berlin,2026,summer,out,Alex Král,alex kral,Central Midfield,28,Czech Republic,Without Club,,-,https://img.a.transfermarkt.technology/portrait/medium/337333-1691614545.jpg?lm=1
Union Berlin,2026,summer,out,Stanley Nsoki,stanley nsoki,Centre-Back,27,France,Hoffenheim,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/371141-1755624516.jpg?lm=1
Wolfsburg,2026,summer,in,Fabian Reese,fabian reese,Left Winger,28,Germany,Hertha BSC,8000000.0,€8.00m,https://img.a.transfermarkt.technology/portrait/medium/227102-1688647145.jpg?lm=1
Wolfsburg,2026,summer,in,Fraser Hornby,fraser hornby,Centre-Forward,26,Scotland,Darmstadt 98,4000000.0,€4.00m,https://img.a.transfermarkt.technology/portrait/medium/388160-1752057356.jpg?lm=1
Wolfsburg,2026,summer,in,Hauke Wahl,hauke wahl,Centre-Back,32,Germany,St. Pauli,1800000.0,€1.80m,https://img.a.transfermarkt.technology/portrait/medium/154147-1755032459.jpg?lm=1
Wolfsburg,2026,summer,in,Robert Glatzel,robert glatzel,Centre-Forward,32,Germany,Hamburg,1700000.0,€1.70m,https://img.a.transfermarkt.technology/portrait/medium/196139-1758189940.jpg?lm=1
Wolfsburg,2026,summer,in,Alessio Besio,alessio besio,Centre-Forward,22,Switzerland,SC Freiburg II,700000.0,€700k,https://img.a.transfermarkt.technology/portrait/medium/659278-1752745402.jpg?lm=1
Wolfsburg,2026,summer,in,Elvis Rexhbecaj,elvis rexhbecaj,Central Midfield,28,Kosovo,Augsburg,,free transfer,https://img.a.transfermarkt.technology/portrait/medium/280575-1755201620.jpg?lm=1
Wolfsburg,2026,summer,in,Trevor Benedict,trevor benedict,Left Winger,19,Germany,Wolfsburg U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1029413-1766901120.jpg?lm=1
Wolfsburg,2026,summer,in,Elia Dittrich,elia dittrich,Defensive Midfield,19,Germany,Wolfsburg U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1060154-1766868960.jpg?lm=1
Wolfsburg,2026,summer,in,Till Neininger,till neininger,Centre-Back,19,Germany,Wolfsburg U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1070022-1766900731.jpg?lm=1
Wolfsburg,2026,summer,in,Bruno Katz,bruno katz,Left Winger,18,Finland,Wolfsburg U19,,-,https://img.a.transfermarkt.technology/portrait/medium/1139729-1766868499.jpg?lm=1
Wolfsburg,2026,summer,in,Jakub Kamiński,jakub kaminski,Left Winger,24,Poland,1.FC Köln,,End of loan 30/06/2026,https://img.a.transfermarkt.technology/portrait/medium/407098-1752743041.jpg?lm=1
